features,car_id
"USB input",979
Sunroof,70
"USB input",71
"Automatic transmission",83
"Audio input",982
"Automatic transmission",74
"Automatic transmission",91
"Heated seats",76
"Automatic transmission",78
"USB input",987
"Automatic transmission",88
"Audio input",89
Convertible,988
Bluetooth,989
Convertible,990
"Long-term car",1001
"Heated seats",991
"Audio input",999
"EV / Hybrid",1005
"USB input",1006
GPS,1008
"Automatic transmission",101
GPS,109
"Automatic transmission",103
"Long-term car",110
"Audio input",106
Sunroof,106
"Long-term car",108
Bluetooth,115
"Automatic transmission",123
"Toll pass",123
Bluetooth,124
"USB input",118
"Automatic transmission",126
"Heated seats",1018
"Long-term car",127
"Audio input",1020
Bluetooth,1021
"USB input",130
"Child seat",139
Bluetooth,140
Sunroof,1027
"Automatic transmission",142
"Parking assist, front and rear",1028
GPS,1029
"Audio input",144
"Pet friendly",1030
"Automatic transmission",1032
"Power Leather Seats",1032
Bluetooth,1054
"Heated seats",1033
Bluetooth,1034
"Audio input",1056
"Long-term car",1057
Bluetooth,1052
GPS,1046
"Automatic transmission",1061
"Heated seats",1065
"Automatic transmission",1072
"USB input",1077
"Apple CarPlay and Android Auto",1078
"USB input",1075
"All-wheel drive",1076
Sunroof,1080
"Child seat",157
Bluetooth,152
GPS,160
Convertible,154
"Bluetooth Remote for Android OS",160
"Automatic transmission",1086
"All-wheel drive",169
"Dual Motor",169
Bluetooth,164
"Full premium leather and custom rims",1089
"USB input",1091
"Audio input",171
Bluetooth,1093
Sunroof,1101
"Long-term car",1103
Bluetooth,1096
"Automatic transmission",1110
"USB input",1106
"Toll pass",179
"Long-term car",1108
"Toll pass",1119
"Automatic transmission",1109
"Sirius XM radio",1114
"Traffic Aware Cruise Control ",181
"Automatic transmission",1125
"Heated seats",1127
"USB input",1136
Bluetooth,1137
Sunroof,1129
"Long-term car",1140
"Audio input",1132
Bluetooth,187
GPS,206
"USB input",189
"Audio input",1142
"Automatic transmission",199
"Automatic transmission",192
"Heated seats",192
"Audio input",202
Bluetooth,204
"Long-term car",205
"Heated seats",195
"Automatic transmission",1162
GPS,1151
"Heated seats",1151
Bluetooth,210
"Long-term car",1172
"Audio input",212
GPS,213
"Heated seats",213
"USB input",1168
"Sirius XM radio",214
"Automatic transmission",1178
"Leather seats",217
"USB input",220
"Automatic transmission",1182
"Automatic transmission",1183
"Automatic transmission",226
"USB input",1189
"USB input",228
"Automatic transmission",230
"Long-term car",1186
"Automatic transmission",1192
"Sirius XM",1186
"Audio input",1193
"Toll pass",1193
"Tight turning radius",1198
"Less than 5,000 miles",1198
"Automatic transmission",1201
"Child seat",1202
Bluetooth,237
"Audio input",1205
"Automatic transmission",252
"Audio input",240
"Back up camera",1208
"USB input",1209
"Leather Seats",244
"Audio input",1215
"Audio input",1213
"Audio input",1217
"Automatic transmission",1218
"Back up Camera",1230
Sunroof,1231
"Automatic transmission",1234
"Heated seats",1234
Onstar,1222
"Long-term car",256
"Audio input",257
"USB input",267
GPS,259
GPS,1241
"USB input",1241
GPS,1242
"Long-term car",261
"Audio input",262
Bluetooth,1244
"USB input",264
"Automatic transmission",292
"USB input",292
GPS,276
"USB input",1250
"Audio input",278
"Automatic transmission",288
"Long-term car",288
"EV / Hybrid",296
"Heated seats",1254
"Automatic transmission",289
"Long-term car",282
Sunroof,298
"All-wheel drive",301
"Pet friendly",1259
"Automatic transmission",305
"Long-term car",307
"USB input",310
"Apple Car Play",312
"Automatic transmission",1271
"Heated seats",1266
"Audio input",1267
"Audio input",319
"Long-term car",320
"Child seat",1269
Bluetooth,1276
GPS,1277
"Heads Up Display",1277
"Heated seats",1278
Bluetooth,1286
"Back up Camera",332
"All-wheel drive",1280
Bluetooth,1291
"Milano premium leather-trimmed interior",1291
"Audio input",329
GPS,334
"Automatic transmission",1295
"Heated seats",1296
"Automatic transmission",1299
"Long-term car",1300
Bluetooth,1302
"Child seat",346
"Audio input",347
"USB input",348
"Audio input",343
"All-wheel drive",1307
"All-wheel drive",351
Bluetooth,1309
"USB input",1317
"Child seat",353
"All-wheel drive",1320
"Heated seats",1312
"USB input",1330
"Heated seats",1324
"Toll pass",354
"Toll pass",1333
"Audio input",357
"Audio input",1345
Convertible,1346
Bluetooth,1348
"USB input",1349
"Automatic transmission",361
"Long-term car",1340
Bluetooth,1357
"Pet friendly",366
"Free Nationwide Tesla Supercharging",366
Sunroof,1343
"Audio input",1360
"Audio input",1361
"Automatic transmission",1353
"Heated seats",1353
"Audio input",1354
"Heated seats",1354
"Heated seats",374
"Toll pass",372
Sunroof,376
Bluetooth,377
"USB input",387
"USB input",379
"Automatic transmission",391
"Long-term car",1367
"All-wheel drive",393
GPS,384
"Audio input",402
GPS,403
"Long-term car",1372
"Automatic transmission",1374
"Pet friendly",1384
Bluetooth,1385
"EV / Hybrid",1394
"Pet friendly",1378
"USB input",1396
"Automatic transmission",1400
"Automatic transmission",1390
"Automatic transmission",1402
"Heated seats",1403
"Snow tires or chains",1406
"Must be 25+ to rent",425
"Must be 25+ to rent",412
"Turbocharged ",426
"Automatic transmission",422
GPS,415
Sunroof,429
Convertible,448
Bluetooth,431
"Toll pass",450
Sunroof,451
"Massive M-Sport Brakes",452
"Sport chrono package",453
"Long-term car",1436
"Toll pass",455
"Long-term car",1437
"Automatic transmission",1438
"USB input",464
"Leather seats, heated front and back",464
"USB input",465
"Automatic transmission",467
Bluetooth,1442
"USB input",469
"Heated seats",1443
"Ski rack",479
"Automatic transmission",1444
"Automatic transmission",483
"Audio input",484
GPS,1450
"Automatic transmission",1449
GPS,1451
"Rearview Camera",486
"Automatic transmission",495
"Audio input",496
"Automatic transmission",1460
Bluetooth,1471
"Audio input",1472
Bluetooth,1458
"USB input",1474
"Long-term car",1476
"Automatic transmission",1480
"USB input",1481
"Long-term car",1482
"All-wheel drive",1470
"Automatic transmission",502
GPS,1485
GPS,1487
Bluetooth,512
"Long-term car",513
Sunroof,1489
Sunroof,516
"Moon Roof",516
GPS,508
"Rear Camera",1491
"Long-term car",510
"Automatic transmission",521
"All-wheel drive",522
"Must be 25+ to rent",1507
Bluetooth,1507
"All-wheel drive",525
"USB input",527
"Long-term car",526
"Rear pedestrian cross. warning/braking",527
GPS,529
Bluetooth,530
"Automatic transmission",537
GPS,546
"Long-term car",1500
"Automatic transmission",535
"USB input",535
"Audio input",1503
Sunroof,1503
"USB input",1504
GPS,543
"USB input",555
Bluetooth,1512
"USB input",557
"Long-term car",1515
"Long-term car",1521
GPS,1523
"Heated seats",1523
"USB input",1518
"Heated seats",1519
"Audio input",1527
"Tow hitch ",1528
"Active Cruise Control w/ Stop and Go",1535
"Snow tires or chains",1536
GPS,1552
"Heated seats",1547
"Heated seats",1548
"Long-term car",1555
GPS,1557
"Audio input",570
GPS,1558
"Automatic transmission",572
"Long-term car",1559
"Automatic transmission",581
Bluetooth,567
Sunroof,577
"Audio input",1566
"Automatic transmission",1577
"Audio input",1578
"USB input",1578
"Automatic transmission",1565
"Long-term car",1570
"Toll pass",1575
"Audio input",586
"Heated seats",586
Bluetooth,611
"Audio input",588
Sunroof,599
"Toll pass",590
"Audio input",613
"Automatic transmission",603
Sunroof,1584
"Heated seats",615
"Automatic transmission",594
"Audio input",617
"Audio input",607
"Audio input",620
Sunroof,608
Sunroof,1590
Bluetooth,622
"Toll pass",1605
"Lane Departure Assistance ",1594
"Heated seats",629
"Heated seats",1608
"Audio input",627
"USB input",1610
"Heated seats",632
"Automatic transmission",634
GPS,1601
Sunroof,1601
"Heated seats",635
"Push start button",1603
"Long-term car",636
"EV / Hybrid",637
"USB input",1616
Bluetooth,1617
"Automatic transmission",640
"Automatic transmission",1620
Bluetooth,641
"USB input",1637
"Child seat",1647
"Audio input",1624
Bluetooth,1639
"USB input",645
"Heated seats",1650
Bluetooth,1630
"Toll pass",1652
"Long-term car",658
"Pet friendly",650
"Parking assist",650
"Heated seats",665
"Automatic transmission",1658
"Automatic transmission",655
"Audio input",1659
"Automatic transmission",656
"Toll pass",656
Sunroof,671
"Automatic transmission",1662
"USB input",1682
"Toll pass",1678
Bluetooth,1679
"Peach Pass",1679
"Automatic transmission",1680
"Long-term car",1667
"Automatic transmission",1669
"Cooler seats ",674
"Long-term car",676
"Long-term car",687
"Manual Transmission",679
"Automatic transmission",689
"Long-term car",1695
"Audio input",1696
"Toll pass",1697
"Automatic transmission",691
"Child seat",691
"leather seats",691
Bluetooth,692
"Automatic transmission",693
"Long-term car",1704
Bluetooth,695
"Ambient interior lighting",701
"Audio input",710
"Long-term car",711
Sunroof,1706
Bluetooth,707
"Audio input",716
Bluetooth,718
GPS,720
Bluetooth,1715
"Leather Seats",1715
"Audio input",1716
Sunroof,1716
"Child seat",1723
"Long-term car",1735
"Audio input",1737
"Heated seats",1727
"Automatic transmission",1749
"Heated seats",1749
Bluetooth,1740
GPS,1741
"Automatic transmission",1742
Bluetooth,1742
"Custom Tint",1763
"Long-term car",1764
Sunroof,1755
"All-wheel drive",1771
"360 Camera",1771
"Audio input",1758
"Automatic transmission",1743
Sunroof,1775
"Ski rack",724
"Toll pass",1777
"Long-term car",1778
"Long-term car",728
Bluetooth,731
"USB input",729
Bluetooth,1407
"Audio input",1408
"Toll pass",1434
Bluetooth,1409
"Automatic transmission",1421
Sunroof,1421
"Mark Levinson Premium Surround Sound",1421
"Parking sensors",1421
"Power and manual sunshades",1421
"FasTrak toll transponder",1421
Sunroof,736
"Audio input",737
Sunroof,1422
"Automatic transmission",750
"Long-term car",751
"Audio input",771
Sunroof,771
"Child seat",742
"Audio input",754
"Easy Open/Close Soft Top",743
"Automatic transmission",758
GPS,774
"Audio input",759
"Rear view camera",759
"USB input",1429
Bluetooth,761
"Child seat",1790
"USB input",779
"Pet friendly",1809
"Heated seats",1809
Bluetooth,1792
"Blu-Ray / DVD Entertainment system",764
"All-wheel drive",1798
Bluetooth,1812
"Toll pass",1801
"Lane Change Assist",1801
"Toll pass",1819
Sunroof,1815
"USB input",1821
"Audio input",1823
"Automatic transmission",2162
"USB input",1827
"Heated seats",1832
"Audio input",1829
Bluetooth,2166
Sunroof,1833
"Audio input",2172
"Back up camera",2168
"EV / Hybrid",2174
"Auto engine start/stop",1838
GPS,1840
"Heated seats",1842
"Heated seats",1843
"Automatic transmission",1850
"Automatic transmission",1849
"Automatic transmission",1855
Navigation,1852
"Heated seats",1859
"Toll pass",1862
"USB input",1863
"Toll pass",2180
"Automatic transmission",1865
Bluetooth,1867
"Child seat",1868
"EV / Hybrid",2183
"Heated wheel, Sirius XM, Leather Seats",2185
"XM radio",2186
"Audio input",1878
"Toll pass",2187
"Heated seats",1883
"Audio input",1893
"USB input",1884
"USB input",1894
"Long-term car",1895
"Red Leather seats",1895
"USB input",1888
GPS,1899
"EV / Hybrid",2194
GPS,2192
Bluetooth,1901
Bluetooth,1903
"EV / Hybrid",1910
"USB input",1910
"Long-term car",1917
"Long-term car",1918
Bluetooth,1919
"Audio input",2198
"Audio input",2200
"Audio input",2201
GPS,1922
"Heated seats",1923
"USB input",2207
"Long-term car",1928
"Audi Advanced Key",1929
GPS,1937
"USB input",1938
"Bike rack",1940
"Audio input",1947
"Child seat",2208
"Automatic transmission",1948
Bluetooth,1949
"Audio input",1951
Bluetooth,2218
"USB input",1952
"USB input",2220
Sunroof,1953
"Audio input",1957
Sunroof,1960
"Side accident avoidance",2223
GPS,1965
"Toll pass",2226
"Automatic transmission",1972
Bluetooth,1970
"Automatic transmission",2229
"Must be 25+ to rent",1975
"Long-term car",2231
"Toll pass",1976
"Toll pass",1977
"Automatic transmission",1981
Bluetooth,1983
"Automatic transmission",1985
"Audio input",1990
"Snow tires or chains",1995
Sunroof,2236
"Heated seats",2237
GPS,2001
"Toll pass",2001
Leather,2239
"Automatic transmission",2242
Convertible,2008
"USB input",2012
"Heated seats",2020
GPS,2024
"Audio input",2026
"Automatic transmission",2028
"Leather seats",2030
"Alpine Sound System",2035
Convertible,2243
"Heated seats",2033
"Automatic transmission",2246
"Automatic transmission",2251
Convertible,2045
"Long-term car",2043
"Pet friendly",2046
"5 inch LCD display",2051
"All-wheel drive",2049
Sunroof,2052
"USB input",2257
"All-wheel drive",2256
"Long-term car",2260
"Audio input",2263
"USB input",2264
"Heated seats",2265
"Bose SoundSystem",2055
"Audio input",2060
Convertible,2066
"Audio input",2067
"Remote start ",2067
"Audio input",2072
Bluetooth,2268
"POWER AND HEATED LEATHER SEATS",2268
"Automatic transmission",2083
"Automatic transmission",2089
"USB input",2080
"Sport mode",2081
"Audio input",2272
"All-wheel drive",2273
"Long-term car",2278
Sunroof,2090
"Long-term car",2092
"USB input",2093
"Automatic transmission",2282
Bluetooth,2096
"Audio input",2098
GPS,2100
Bluetooth,2102
"Dynamic mode",2104
"Leather seats",2107
"USB input",2110
"USB input",2114
Convertible,2116
"Roadsite assist",2288
"Automatic transmission",2294
"LT1 engine",2294
"Child seat",2295
"Heated/Cooled Seats",2118
"Heated seats",2122
"POWER AND HEATED LEATHER SEATS",2125
"Automatic transmission",2129
"Long-term car",2132
"Heated rear seats",2138
"Apple play",2142
Convertible,2145
"Child seat",2135
"Automatic transmission",2147
"Sport mode",2149
"Heated seats",2154
"Harman/Kardon Sound System",2155
"All-wheel drive",2156
"All-wheel drive",2153
Convertible,2304
"Automatic transmission",2158
"Toll pass",2159
"O.C Toll Road Account",2307
"Audio input",2347
Bluetooth,2348
"Pet friendly",2312
GPS,2315
Bluetooth,2317
"Heated seats",2321
"Heated seats",2349
Sunroof,2353
"Audio input",2326
Convertible,2328
"Audio input",2332
"Audio input",2334
Sunroof,2336
"Rear view/ back up camara",2356
"Audio input",2338
"Long-term car",2358
GPS,2361
"Long-term car",2342
"USB input",2377
"Audio &Cruise Controls On Steering Wheel",2365
"Automatic transmission",2379
"Automatic transmission",2381
"USB input",2383
Bluetooth,2386
"Long-term car",2371
"EV / Hybrid",2390
"New Tires",2392
"Manual transmission",2376
"Long-term car",2395
Bluetooth,2398
"Long-term car",782
Bluetooth,793
"Automatic transmission",3
"Apple Car Play ",3
"Heated seats",786
"Lane Departure Warning",11
"Heated Steering Wheel",11
"USB input",789
"All-wheel drive",6
"USB input",800
"Long-term car",801
"Audio input",802
"Automatic transmission",817
"USB input",20
Convertible,805
Bluetooth,22
GPS,24
Sunroof,808
"Child seat",821
"Audio input",826
"Long-term car",823
"Amazing Cargo Space",823
"USB input",813
Sunroof,814
Bluetooth,849
"Automatic transmission",846
"Automatic transmission",847
"Heated seats",835
Bluetooth,852
"Audio input",853
"Automatic transmission",840
Convertible,841
"Heated seats",859
"Long-term car",862
Sunroof,870
"Automatic transmission",863
Bluetooth,893
"Automatic transmission",864
Convertible,895
"Audio input",865
"USB input",896
"Extended battery range",873
"Toll pass",874
"Child seat",867
"Apple CarPlay",875
"Long-term car",876
"Long-term car",877
"USB input",878
"Child seat",888
"Automatic transmission",903
Bluetooth,909
"Long-term car",923
"USB input",928
"Long-term car",929
"Audio input",913
"Toll pass",931
"Good fuel economy",926
"Toll pass",934
"Heated seats",917
"Passenger Visor Mirror",932
Bluetooth,937
"Blu-Ray Player",918
"Audio input",940
"Pet friendly",26
"Automatic transmission",28
"Long-term car",29
"Automatic transmission",31
"4 Wheel Dr.",942
"USB input",943
Bluetooth,35
"Automatic transmission",42
"Long-term car",37
Bluetooth,59
Bluetooth,60
GPS,944
"USB input",62
"USB input",945
GPS,65
"Audio input",949
"Automatic transmission",66
"Audio input",50
Sunroof,951
"Pet friendly",52
"Heated seats",53
GPS,966
"Turbo Charged",55
"Heated seats",966
GPS,967
"Must be 25+ to rent",968
"Must be 25+ to rent",965
"Audio input",974
"Audio input",975
"Audio input",81
Sunroof,976
"USB input",977
GPS,73
"Long-term car",984
"Heated seats",985
GPS,86
"Custom Performance Tuned Engine",86
"USB input",92
Bluetooth,80
"Ski rack",94
Bluetooth,96
"Audio input",995
"Automatic transmission",996
"Automatic transmission",991
"Long-term car",998
"Snow tires or chains",992
"Automatic transmission",994
"All-wheel drive",99
"Long-term car",100
"Fast charge CCS port",1008
Bluetooth,1009
"Child seat",109
GPS,1011
"Push To Start",1013
"All-wheel drive",1014
"USB input",114
"Wi-Fi hotspot",108
GPS,116
"USB input",117
"Heated seats",1016
Bluetooth,1017
"Automatic transmission",120
"Audio input",134
"Automatic transmission",135
Bluetooth,129
"Long-term car",136
"EV / Hybrid",138
"Toll pass",132
"Must be 30+ to rent",1027
"Automatic transmission",141
"USB input",1028
"Long-term car",1036
Convertible,1037
"USB input",1029
"Long-term car",1039
